645000,9.3e-05,0.077874
650000,3.6e-05,0.079735
655000,6.5e-05,0.051177
660000,3.1e-05,0.070416
665000,3.3e-05,0.057313
670000,3.6e-05,0.069589
675000,6.1e-05,0.070556
680000,2.9e-05,0.071458
685000,4.4e-05,0.074027
690000,7.6e-05,0.074443
695000,2.7e-05,0.075228
700000,2.6e-05,0.076561
705000,3.5e-05,0.077605
710000,2.4e-05,0.077518
715000,3e-05,0.078582
720000,3e-05,0.080275
725000,2.9e-05,0.081186
730000,3.6e-05,0.087664
735000,2.9e-05,0.082528
740000,3.8e-05,0.081827
745000,5.3e-05,0.08287
750000,4.5e-05,0.084714
755000,3.3e-05,0.086648
760000,4e-05,0.095755
765000,4.5e-05,0.087648
770000,3.3e-05,0.088353
775000,2.8e-05,0.093851
780000,3.1e-05,0.094066
785000,3.9e-05,0.095548
790000,2.9e-05,0.091974
795000,3.1e-05,0.093055
800000,2.7e-05,0.098829
805000,2.4e-05,0.102878
810000,4.3e-05,0.095079
815000,2.5e-05,0.096326
820000,2.7e-05,0.096808
825000,2.8e-05,0.096841
830000,2.4e-05,0.108409
835000,2.5e-05,0.10097
840000,3.4e-05,0.101842
845000,2.6e-05,0.102884
850000,3.1e-05,0.107704
855000,4.4e-05,0.113512
860000,3.4e-05,0.10302
865000,4e-05,0.102473
870000,4.3e-05,0.100626
875000,4.5e-05,0.106898
880000,4.2e-05,0.097353
885000,3.7e-05,0.099084
890000,4.2e-05,0.102035
895000,5.4e-05,0.107005
900000,5e-05,0.101829
905000,3e-05,0.101161
910000,3.2e-05,0.104219
915000,4.1e-05,0.107367
920000,3.4e-05,0.105136
925000,4.5e-05,0.104397
930000,3.1e-05,0.106419
935000,4.1e-05,0.106585
940000,4.2e-05,0.10699
945000,3.4e-05,0.114412
950000,2.5e-05,0.106659
955000,3.6e-05,0.110299
960000,3.9e-05,0.111735
965000,3.8e-05,0.112223
970000,5.7e-05,0.113761
975000,4.7e-05,0.112715
980000,3.8e-05,0.113699
985000,3.1e-05,0.115083
990000,7.3e-05,0.115781
995000,3.4e-05,0.128158
1000000,3.2e-05,0.117682
1005000,3.1e-05,0.118061
1010000,3.6e-05,0.117894
1015000,3.3e-05,0.120271
1020000,4.1e-05,0.121507
1025000,3.5e-05,0.122593
1030000,2.9e-05,0.120891
1035000,4.6e-05,0.122963
1040000,6.9e-05,0.126125
1045000,3.7e-05,0.12558
