0,1.8e-05,1.3e-05
5000,3.3e-05,0.000732
10000,3.1e-05,0.00115
15000,0.000159,0.005828
20000,2.4e-05,0.001966
25000,3.1e-05,0.002596
30000,3.7e-05,0.002939
35000,3.1e-05,0.003092
40000,2.2e-05,0.003727
45000,2.9e-05,0.00523
50000,5.5e-05,0.005775
55000,2.5e-05,0.006619
60000,7e-05,0.005634
65000,5e-05,0.007627
70000,3.7e-05,0.00807
75000,2.4e-05,0.010232
80000,6.5e-05,0.008776
85000,2.3e-05,0.009617
90000,3.3e-05,0.008286
95000,2.5e-05,0.010809
100000,2.8e-05,0.011048
105000,3.4e-05,0.010404
110000,2.7e-05,0.012627
115000,3.1e-05,0.015434
120000,2.7e-05,0.012742
125000,2.6e-05,0.009265
130000,4e-05,0.011431
135000,2e-05,0.012562
140000,3.5e-05,0.002373
145000,4e-05,0.016838
150000,3.7e-05,0.019182
155000,4.7e-05,0.019451
160000,3.2e-05,0.01863
165000,3e-05,0.021173
170000,4.7e-05,0.019753
175000,2.7e-05,0.021038
180000,3e-05,0.021984
185000,3.2e-05,0.024657
190000,3.3e-05,0.023811
195000,3.6e-05,0.018961
200000,2.7e-05,0.021696
205000,3.7e-05,0.02162
210000,6.3e-05,0.021724
215000,0.000138,0.022931
220000,3.1e-05,0.025246
225000,3e-05,0.027046
230000,2.3e-05,0.018609
235000,9.6e-05,0.020758
240000,0.00027,0.01963
245000,3.6e-05,0.02453
250000,2.6e-05,0.031179
255000,0.000144,0.031229
260000,2.5e-05,0.032463
265000,2.6e-05,0.03137
270000,2.9e-05,0.033171
275000,3.1e-05,0.030226
280000,3.7e-05,0.031429
285000,2.2e-05,0.034393
290000,2.7e-05,0.032943
295000,3.6e-05,0.034042
300000,2.7e-05,0.040603
305000,3.8e-05,0.036506
310000,6.8e-05,0.028661
315000,4.3e-05,0.028366
320000,4e-05,0.03236
325000,9.2e-05,0.032865
330000,2.6e-05,0.030363
335000,3e-05,0.037622
340000,3.7e-05,0.041673
345000,3.5e-05,0.041863
350000,4.9e-05,0.040434
355000,3.4e-05,0.038989
360000,3e-05,0.038523
365000,3.1e-05,0.039573
370000,3.3e-05,0.040847
375000,2.9e-05,0.043022
380000,2.5e-05,0.042104
385000,3e-05,0.041636
390000,4.6e-05,0.043613
395000,2.9e-05,0.05214
400000,2.9e-05,0.045453
405000,2.9e-05,0.043334
410000,3.9e-05,0.03603
415000,2.9e-05,0.04633
420000,4.5e-05,0.046191
425000,2.3e-05,0.049197
430000,2.8e-05,0.047994
435000,3.4e-05,0.048147
440000,2.9e-05,0.051228
445000,6.2e-05,0.050463
450000,2.8e-05,0.048047
455000,2.8e-05,0.050607
460000,4.3e-05,0.052122
465000,3.4e-05,0.052423
470000,3.6e-05,0.052504
475000,3e-05,0.054046
480000,2.7e-05,0.057077
485000,3.2e-05,0.056979
490000,2.3e-05,0.056947
495000,2.8e-05,0.054678
500000,3e-05,0.055168
505000,2.3e-05,0.056466
510000,3.9e-05,0.057003
515000,3.3e-05,0.057532
520000,3.2e-05,0.059226
525000,2.6e-05,0.060087
530000,3.6e-05,0.058244
535000,4.5e-05,0.058964
540000,3.2e-05,0.059813
545000,2.9e-05,0.013088
550000,2.8e-05,0.062961
555000,6e-05,0.063219
560000,2.8e-05,0.068882
565000,2.5e-05,0.062469
570000,3.2e-05,0.065085
575000,6.6e-05,0.065438
580000,3.1e-05,0.067838
585000,3.3e-05,0.067631
590000,2.8e-05,0.068248
595000,4.7e-05,0.079405
600000,3.4e-05,0.069943
605000,2.7e-05,0.072962
610000,2.3e-05,0.072279
615000,2.8e-05,0.071677
620000,3e-05,0.07584
625000,2.6e-05,0.075177
630000,3.9e-05,0.075967
635000,3e-05,0.076127
640000,3e-05,0.076178
